ExpenseDate,ExpenseType,Amount_VND
2024-10-28,Thuê mặt bằng,13227133
2024-10-29,Thuê mặt bằng,14177069
2024-10-30,Thuê mặt bằng,13325692
2024-10-31,Thuê mặt bằng,12269810
2024-11-01,Thuê mặt bằng,14348807
2024-11-02,Thuê mặt bằng,13982128
2024-11-03,Thuê mặt bằng,14897584
2024-11-04,Thuê mặt bằng,14340851
2024-11-05,Thuê mặt bằng,13064476
2024-11-06,Thuê mặt bằng,13376670
2024-11-07,Thuê mặt bằng,13769861
2024-11-08,Thuê mặt bằng,12515933
2024-11-09,Thuê mặt bằng,13983503
2024-11-10,Thuê mặt bằng,13585898
2024-11-11,Thuê mặt bằng,12336439
2024-11-12,Thuê mặt bằng,14446712
2024-11-13,Thuê mặt bằng,14380709
2024-11-14,Thuê mặt bằng,13367012
2024-11-15,Thuê mặt bằng,13128288
2024-11-16,Thuê mặt bằng,13139362
2024-11-17,Thuê mặt bằng,14748333
2024-11-18,Thuê mặt bằng,14659513
2024-11-19,Thuê mặt bằng,13459069
2024-11-20,Thuê mặt bằng,14821564
2024-11-21,Thuê mặt bằng,14845512
2024-11-22,Thuê mặt bằng,14016081
2024-11-23,Thuê mặt bằng,14782701
2024-11-24,Thuê mặt bằng,12910918
2024-11-25,Thuê mặt bằng,12551482
2024-11-26,Thuê mặt bằng,12853557
2024-11-27,Thuê mặt bằng,12744067
2024-11-28,Thuê mặt bằng,12328407
2024-11-29,Thuê mặt bằng,13013883
2024-11-30,Thuê mặt bằng,13306149
2024-12-01,Thuê mặt bằng,12427785
2024-12-02,Thuê mặt bằng,11984766
2024-12-03,Thuê mặt bằng,13273614
2024-12-04,Thuê mặt bằng,14084207
2024-12-05,Thuê mặt bằng,12976957
2024-12-06,Thuê mặt bằng,14133367
2024-12-07,Thuê mặt bằng,14025180
2024-12-08,Thuê mặt bằng,12910188
2024-12-09,Thuê mặt bằng,12959906
2024-12-10,Thuê mặt bằng,11928435
2024-12-11,Thuê mặt bằng,13042790
2024-12-12,Thuê mặt bằng,14069823
2024-12-13,Thuê mặt bằng,12844820
2024-12-14,Thuê mặt bằng,13858376
2024-12-15,Thuê mặt bằng,13698564
2024-12-16,Thuê mặt bằng,13263834
2024-12-17,Thuê mặt bằng,12442421
2024-12-18,Thuê mặt bằng,12503214
2024-12-19,Thuê mặt bằng,13411458
2024-12-20,Thuê mặt bằng,12869497
2024-12-21,Thuê mặt bằng,14076659
2024-12-22,Thuê mặt bằng,12353568
2024-12-23,Thuê mặt bằng,13833904
2024-12-24,Thuê mặt bằng,12621047
2024-12-25,Thuê mặt bằng,12043294
2024-12-26,Thuê mặt bằng,14464183
2024-12-27,Thuê mặt bằng,13356899
2024-12-28,Thuê mặt bằng,12055648
2024-12-29,Thuê mặt bằng,11994177
2024-12-30,Thuê mặt bằng,13602761
2024-12-31,Thuê mặt bằng,12015353
2024-01-01,Marketing,9319042
2024-01-02,Marketing,10427850
2024-01-03,Marketing,10650856
2024-01-04,Marketing,10134240
2024-01-05,Marketing,10230535
2024-01-06,Marketing,10114899
2024-01-07,Marketing,9701873
2024-01-08,Marketing,10887175
2024-01-09,Marketing,10272058
2024-01-10,Marketing,9017542
2024-01-11,Marketing,9228296
2024-01-12,Marketing,9177613
2024-01-13,Marketing,9948638
2024-01-14,Marketing,10181595
2024-01-15,Marketing,9928651
2024-01-16,Marketing,9162413
2024-01-17,Marketing,10219417
2024-01-18,Marketing,8947580
2024-01-19,Marketing,9478198
2024-01-20,Marketing,8947510
2024-01-21,Marketing,9534517
2024-01-22,Marketing,10461279
2024-01-23,Marketing,10000818
2024-01-24,Marketing,10182802
2024-01-25,Marketing,9100065
2024-01-26,Marketing,9970214
2024-01-27,Marketing,10301034
2024-01-28,Marketing,9343559
2024-01-29,Marketing,9208823
2024-01-30,Marketing,9148358
2024-01-31,Marketing,9019202
2024-02-01,Marketing,11003442
2024-02-02,Marketing,9659070
2024-02-03,Marketing,10145824
2024-02-04,Marketing,11212286
2024-02-05,Marketing,11613935
2024-02-06,Marketing,11218635
2024-02-07,Marketing,10380325
2024-02-08,Marketing,10583485
2024-02-09,Marketing,10114799
2024-02-10,Marketing,10149069
2024-02-11,Marketing,11405322
2024-02-12,Marketing,10830922
2024-02-13,Marketing,11047349
2024-02-14,Marketing,11185243
2024-02-15,Marketing,11038988
2024-02-16,Marketing,11505466
2024-02-17,Marketing,11653790
2024-02-18,Marketing,11631541
2024-02-19,Marketing,9566207
2024-02-20,Marketing,11571557
2024-02-21,Marketing,10450403
2024-02-22,Marketing,9896559
2024-02-23,Marketing,11121782
2024-02-24,Marketing,10306864
2024-02-25,Marketing,11434231
2024-02-26,Marketing,10251836
2024-02-27,Marketing,9936264
2024-02-28,Marketing,9753855
2024-02-29,Marketing,10360658
2024-03-01,Marketing,9177496
2024-03-02,Marketing,10052473
2024-03-03,Marketing,9995484
2024-03-04,Marketing,9784952
2024-03-05,Marketing,9356939
2024-03-06,Marketing,10658662
2024-03-07,Marketing,9592832
2024-03-08,Marketing,9028638
2024-03-09,Marketing,10135204
2024-03-10,Marketing,10137326
2024-03-11,Marketing,10393127
2024-03-12,Marketing,10511693
2024-03-13,Marketing,9763786
2024-03-14,Marketing,10890220
2024-03-15,Marketing,10480532
2024-03-16,Marketing,10073291
2024-03-17,Marketing,9688438
2024-03-18,Marketing,9685908
2024-03-19,Marketing,9049235
2024-03-20,Marketing,9587299
2024-03-21,Marketing,9329875
2024-03-22,Marketing,10337590
2024-03-23,Marketing,9242087
2024-03-24,Marketing,9391739
2024-03-25,Marketing,10645540
2024-03-26,Marketing,9131249
2024-03-27,Marketing,10678993
2024-03-28,Marketing,9835707
2024-03-29,Marketing,9357249
2024-03-30,Marketing,9298204
2024-03-31,Marketing,10208954
2024-04-01,Marketing,10127966
2024-04-02,Marketing,10226662
2024-04-03,Marketing,11190809
2024-04-04,Marketing,9876398
2024-04-05,Marketing,11094376
2024-04-06,Marketing,10454619
2024-04-07,Marketing,9718757
2024-04-08,Marketing,10359432
2024-04-09,Marketing,10686866
2024-04-10,Marketing,9617314
2024-04-11,Marketing,9926902
2024-04-12,Marketing,9530459
2024-04-13,Marketing,9403223
2024-04-14,Marketing,9665284
2024-04-15,Marketing,9999487
2024-04-16,Marketing,10493306
2024-04-17,Marketing,10459179
2024-04-18,Marketing,9293645
2024-04-19,Marketing,9394064
2024-04-20,Marketing,11244121
2024-04-21,Marketing,9811378
2024-04-22,Marketing,9343700
2024-04-23,Marketing,10484118
2024-04-24,Marketing,10096485
2024-04-25,Marketing,9819043
2024-04-26,Marketing,10488700
2024-04-27,Marketing,9549763
2024-04-28,Marketing,10542862
2024-04-29,Marketing,10061579
2024-04-30,Marketing,10931685
2024-05-01,Marketing,9789230
2024-05-02,Marketing,10161788
2024-05-03,Marketing,9166339
2024-05-04,Marketing,9735112
2024-05-05,Marketing,10018439
2024-05-06,Marketing,9641760
2024-05-07,Marketing,10620904
2024-05-08,Marketing,9174602
2024-05-09,Marketing,9477303
2024-05-10,Marketing,9572710
2024-05-11,Marketing,9136687
2024-05-12,Marketing,10335805
2024-05-13,Marketing,10467796
2024-05-14,Marketing,10309092
2024-05-15,Marketing,10350231
2024-05-16,Marketing,9732021
2024-05-17,Marketing,10340215
2024-05-18,Marketing,10074725
2024-05-19,Marketing,10660155
2024-05-20,Marketing,9250890
2024-05-21,Marketing,9576294
2024-05-22,Marketing,10046332
2024-05-23,Marketing,9703832
2024-05-24,Marketing,10207846
2024-05-25,Marketing,9021669
2024-05-26,Marketing,9875575
2024-05-27,Marketing,10876151
2024-05-28,Marketing,10344782
2024-05-29,Marketing,10444910
2024-05-30,Marketing,9677245
2024-05-31,Marketing,10563361
2024-06-01,Marketing,11091339
2024-06-02,Marketing,10144264
2024-06-03,Marketing,9569157
2024-06-04,Marketing,9963867
2024-06-05,Marketing,10766970
2024-06-06,Marketing,10319519
2024-06-07,Marketing,10786097
2024-06-08,Marketing,11084927
2024-06-09,Marketing,10305474
2024-06-10,Marketing,10817069
2024-06-11,Marketing,9563783
2024-06-12,Marketing,10584292
2024-06-13,Marketing,10030975
2024-06-14,Marketing,10954081
2024-06-15,Marketing,9914797
2024-06-16,Marketing,9623208
2024-06-17,Marketing,10915679
2024-06-18,Marketing,10822734
2024-06-19,Marketing,10431741
2024-06-20,Marketing,9245713
2024-06-21,Marketing,10631656
2024-06-22,Marketing,10924241
2024-06-23,Marketing,10363111
2024-06-24,Marketing,9611006
2024-06-25,Marketing,9234536
2024-06-26,Marketing,10164587
2024-06-27,Marketing,10035621
2024-06-28,Marketing,10601794
2024-06-29,Marketing,10852304
2024-06-30,Marketing,10865017
2024-07-01,Marketing,9491654
2024-07-02,Marketing,9867360
2024-07-03,Marketing,9651355
2024-07-04,Marketing,9524729
2024-07-05,Marketing,10409981
2024-07-06,Marketing,9818561
2024-07-07,Marketing,9302408
2024-07-08,Marketing,10806878
2024-07-09,Marketing,9264813
2024-07-10,Marketing,10882607
2024-07-11,Marketing,10902131
2024-07-12,Marketing,8957948
2024-07-13,Marketing,9513137
2024-07-14,Marketing,10143196
2024-07-15,Marketing,9173859
2024-07-16,Marketing,9580991
2024-07-17,Marketing,9502200
2024-07-18,Marketing,9090385
2024-07-19,Marketing,10897489
2024-07-20,Marketing,9436710
2024-07-21,Marketing,10178539
2024-07-22,Marketing,9174072
2024-07-23,Marketing,9693041
2024-07-24,Marketing,9931698
2024-07-25,Marketing,10392760
2024-07-26,Marketing,10881670
2024-07-27,Marketing,10116158
2024-07-28,Marketing,9787737
2024-07-29,Marketing,10654422
2024-07-30,Marketing,9790984
2024-07-31,Marketing,9164529
2024-08-01,Marketing,10875143
2024-08-02,Marketing,9140815
2024-08-03,Marketing,9164444
2024-08-04,Marketing,9348220
2024-08-05,Marketing,10757722
2024-08-06,Marketing,9905263
2024-08-07,Marketing,9316076
2024-08-08,Marketing,10508370
2024-08-09,Marketing,10375499
2024-08-10,Marketing,10204696
2024-08-11,Marketing,10130357
2024-08-12,Marketing,9501392
2024-08-13,Marketing,9453175
2024-08-14,Marketing,9436924
2024-08-15,Marketing,9271101
2024-08-16,Marketing,10251276
2024-08-17,Marketing,9116293
2024-08-18,Marketing,10103858
2024-08-19,Marketing,9773534
2024-08-20,Marketing,9724256
2024-08-21,Marketing,9191579
2024-08-22,Marketing,9524769
2024-08-23,Marketing,10488799
2024-08-24,Marketing,10640304
2024-08-25,Marketing,9996867
2024-08-26,Marketing,10600912
2024-08-27,Marketing,10797898
2024-08-28,Marketing,9234984
2024-08-29,Marketing,10666732
2024-08-30,Marketing,9687020
2024-08-31,Marketing,10369042
2024-09-01,Marketing,10977685
2024-09-02,Marketing,9516779
2024-09-03,Marketing,10992538
2024-09-04,Marketing,9292817
2024-09-05,Marketing,10849007
2024-09-06,Marketing,10448459
2024-09-07,Marketing,9433685
2024-09-08,Marketing,10686464
2024-09-09,Marketing,10514911
2024-09-10,Marketing,10732633
2024-09-11,Marketing,9872062
2024-09-12,Marketing,10921797
2024-09-13,Marketing,9936967
2024-09-14,Marketing,10889401
2024-09-15,Marketing,11128568
2024-09-16,Marketing,10810288
2024-09-17,Marketing,10775751
2024-09-18,Marketing,9684985
2024-09-19,Marketing,10222294
2024-09-20,Marketing,9341291
2024-09-21,Marketing,10706709
2024-09-22,Marketing,9455263
2024-09-23,Marketing,9891736
2024-09-24,Marketing,9884829
2024-09-25,Marketing,10162442
2024-09-26,Marketing,10671684
2024-09-27,Marketing,9476904
2024-09-28,Marketing,10696682
2024-09-29,Marketing,9563594
2024-09-30,Marketing,9224633
2024-10-01,Marketing,9507092
2024-10-02,Marketing,9169726
2024-10-03,Marketing,9771397
2024-10-04,Marketing,9928543
2024-10-05,Marketing,9770477
2024-10-06,Marketing,10738981
2024-10-07,Marketing,9684923
2024-10-08,Marketing,10456601
2024-10-09,Marketing,9287682
2024-10-10,Marketing,10484187
2024-10-11,Marketing,9720450
2024-10-12,Marketing,9198999
2024-10-13,Marketing,9747130
2024-10-14,Marketing,9106971
2024-10-15,Marketing,9904524
2024-10-16,Marketing,10578950
2024-10-17,Marketing,9826273
2024-10-18,Marketing,9361077
2024-10-19,Marketing,9808641
2024-10-20,Marketing,10897117
2024-10-21,Marketing,9902959
2024-10-22,Marketing,9380368
2024-10-23,Marketing,10805007
2024-10-24,Marketing,10535477
2024-10-25,Marketing,8931264
2024-10-26,Marketing,10600430
2024-10-27,Marketing,10723551
2024-10-28,Marketing,9754324
2024-10-29,Marketing,10045299
2024-10-30,Marketing,10396398
2024-10-31,Marketing,10501373
2024-11-01,Marketing,10881260
2024-11-02,Marketing,11213786
2024-11-03,Marketing,9219122
2024-11-04,Marketing,9587458
2024-11-05,Marketing,10173543
2024-11-06,Marketing,10539427
2024-11-07,Marketing,10694643
2024-11-08,Marketing,9220072
2024-11-09,Marketing,9587627
2024-11-10,Marketing,10656480
2024-11-11,Marketing,9262904
2024-11-12,Marketing,10855258
2024-11-13,Marketing,9300239
2024-11-14,Marketing,10380328
2024-11-15,Marketing,10552501
2024-11-16,Marketing,9223910
2024-11-17,Marketing,9695252
2024-11-18,Marketing,9924463
2024-11-19,Marketing,9447721
2024-11-20,Marketing,11001398
2024-11-21,Marketing,10346418
2024-11-22,Marketing,9299956
2024-11-23,Marketing,10941303
2024-11-24,Marketing,10083046
2024-11-25,Marketing,9386483
2024-11-26,Marketing,10980908
2024-11-27,Marketing,10074030
2024-11-28,Marketing,10514145
2024-11-29,Marketing,10300595
2024-11-30,Marketing,11236645
2024-12-01,Marketing,10364491
2024-12-02,Marketing,9364883
2024-12-03,Marketing,10650260
2024-12-04,Marketing,10165975
2024-12-05,Marketing,9832832
2024-12-06,Marketing,9980312
2024-12-07,Marketing,9700363
2024-12-08,Marketing,9443228
2024-12-09,Marketing,9695400
2024-12-10,Marketing,9276112
2024-12-11,Marketing,10193095
2024-12-12,Marketing,9871856
2024-12-13,Marketing,9921724
2024-12-14,Marketing,9182722
2024-12-15,Marketing,10186774
2024-12-16,Marketing,9442744
2024-12-17,Marketing,8975406
2024-12-18,Marketing,10706446
2024-12-19,Marketing,8944693
2024-12-20,Marketing,10510963
2024-12-21,Marketing,9345953
2024-12-22,Marketing,10070805
2024-12-23,Marketing,10032221
2024-12-24,Marketing,8962752
2024-12-25,Marketing,10192300
2024-12-26,Marketing,10082570
2024-12-27,Marketing,10333257
2024-12-28,Marketing,10388687
2024-12-29,Marketing,10450625
2024-12-30,Marketing,10650762
2024-12-31,Marketing,9352505
2024-01-01,Logistics,7121617
2024-01-02,Logistics,7181333
2024-01-03,Logistics,6478936
2024-01-04,Logistics,7208401
2024-01-05,Logistics,7226519
2024-01-06,Logistics,7156634
2024-01-07,Logistics,6988766
2024-01-08,Logistics,6140191
2024-01-09,Logistics,6159440
2024-01-10,Logistics,6051041
2024-01-11,Logistics,6663285
2024-01-12,Logistics,6193591
2024-01-13,Logistics,6731874
2024-01-14,Logistics,6412576
2024-01-15,Logistics,6521522
2024-01-16,Logistics,6732944
2024-01-17,Logistics,6082252
2024-01-18,Logistics,7267273
2024-01-19,Logistics,7068644
2024-01-20,Logistics,6774090
2024-01-21,Logistics,6768623
2024-01-22,Logistics,6696461
2024-01-23,Logistics,7224336
2024-01-24,Logistics,6090284
2024-01-25,Logistics,7216149
2024-01-26,Logistics,6061951
2024-01-27,Logistics,5964129
2024-01-28,Logistics,6537021
2024-01-29,Logistics,7041341
2024-01-30,Logistics,6431006
2024-01-31,Logistics,6422514
2024-02-01,Logistics,7443559
2024-02-02,Logistics,7099831
2024-02-03,Logistics,7180801
2024-02-04,Logistics,7483009
2024-02-05,Logistics,6956834
2024-02-06,Logistics,6653315
2024-02-07,Logistics,6377208
2024-02-08,Logistics,7623604
2024-02-09,Logistics,7673646
2024-02-10,Logistics,7711692
2024-02-11,Logistics,7729030
2024-02-12,Logistics,6507061
2024-02-13,Logistics,7239458
2024-02-14,Logistics,6378027
2024-02-15,Logistics,6434317
2024-02-16,Logistics,7549075
2024-02-17,Logistics,7755485
2024-02-18,Logistics,7494305
2024-02-19,Logistics,7257082
2024-02-20,Logistics,7263721
2024-02-21,Logistics,6768497
2024-02-22,Logistics,6977585
2024-02-23,Logistics,6429786
2024-02-24,Logistics,7605594
2024-02-25,Logistics,6892743
2024-02-26,Logistics,7600319
2024-02-27,Logistics,7681264
2024-02-28,Logistics,7328941
2024-02-29,Logistics,7232626
2024-03-01,Logistics,7001758
2024-03-02,Logistics,6047740
2024-03-03,Logistics,6919257
2024-03-04,Logistics,6292682
2024-03-05,Logistics,6753989
2024-03-06,Logistics,6206502
2024-03-07,Logistics,5971127
2024-03-08,Logistics,6443950
2024-03-09,Logistics,7089321
2024-03-10,Logistics,6752053
2024-03-11,Logistics,6800000
2024-03-12,Logistics,6312132
2024-03-13,Logistics,6721682
2024-03-14,Logistics,6853185
2024-03-15,Logistics,6144147
2024-03-16,Logistics,6808424
2024-03-17,Logistics,7057660
2024-03-18,Logistics,6993899
2024-03-19,Logistics,6486572
2024-03-20,Logistics,6917491
2024-03-21,Logistics,6677615
2024-03-22,Logistics,6280084
2024-03-23,Logistics,6158936
2024-03-24,Logistics,5977343
2024-03-25,Logistics,6582622
2024-03-26,Logistics,6275137
2024-03-27,Logistics,6817460
2024-03-28,Logistics,7024804
2024-03-29,Logistics,7148227
2024-03-30,Logistics,6149034
2024-03-31,Logistics,6745264
2024-04-01,Logistics,7175159
2024-04-02,Logistics,6371302
2024-04-03,Logistics,7240065
2024-04-04,Logistics,6205782
2024-04-05,Logistics,6415643
2024-04-06,Logistics,7199165
2024-04-07,Logistics,6992377
2024-04-08,Logistics,7391727
2024-04-09,Logistics,7234284
2024-04-10,Logistics,6542040
2024-04-11,Logistics,7173093
2024-04-12,Logistics,6699827
2024-04-13,Logistics,7323090
2024-04-14,Logistics,7167513
2024-04-15,Logistics,6562400
2024-04-16,Logistics,7271127
2024-04-17,Logistics,6616481
2024-04-18,Logistics,6846777
2024-04-19,Logistics,7163739
2024-04-20,Logistics,6514883
2024-04-21,Logistics,6690543
2024-04-22,Logistics,6920015
2024-04-23,Logistics,6858893
2024-04-24,Logistics,6293721
2024-04-25,Logistics,6860001
2024-04-26,Logistics,6444539
2024-04-27,Logistics,7160619
2024-04-28,Logistics,7144254
2024-04-29,Logistics,6212143
2024-04-30,Logistics,7044311
2024-05-01,Logistics,7176696
2024-05-02,Logistics,6262565
2024-05-03,Logistics,6453728
2024-05-04,Logistics,6129897
2024-05-05,Logistics,5969803
2024-05-06,Logistics,6265258
2024-05-07,Logistics,6355084
2024-05-08,Logistics,6405103
2024-05-09,Logistics,6956660
2024-05-10,Logistics,6582391
2024-05-11,Logistics,5981419
2024-05-12,Logistics,6703544
2024-05-13,Logistics,6912069
2024-05-14,Logistics,5988307
2024-05-15,Logistics,5967761
2024-05-16,Logistics,7158708
2024-05-17,Logistics,6449398
2024-05-18,Logistics,6825225
2024-05-19,Logistics,6892337
2024-05-20,Logistics,7105714
2024-05-21,Logistics,6084840
2024-05-22,Logistics,6207427
2024-05-23,Logistics,6400099
2024-05-24,Logistics,6141524
2024-05-25,Logistics,6619460
2024-05-26,Logistics,7043417
2024-05-27,Logistics,7015127
2024-05-28,Logistics,6287773
2024-05-29,Logistics,6496550
2024-05-30,Logistics,6406042
2024-05-31,Logistics,6234572
2024-06-01,Logistics,6966373
2024-06-02,Logistics,6932003
2024-06-03,Logistics,7271039
2024-06-04,Logistics,7077242
2024-06-05,Logistics,7078688
2024-06-06,Logistics,6437231
2024-06-07,Logistics,6925256
2024-06-08,Logistics,6465232
2024-06-09,Logistics,6938129
2024-06-10,Logistics,7508394
2024-06-11,Logistics,7428812
2024-06-12,Logistics,6916643
2024-06-13,Logistics,6745320
2024-06-14,Logistics,7456141
2024-06-15,Logistics,7325346
2024-06-16,Logistics,7480744
2024-06-17,Logistics,7345022
2024-06-18,Logistics,6263485
2024-06-19,Logistics,7242697
2024-06-20,Logistics,6548860
2024-06-21,Logistics,7281710
2024-06-22,Logistics,7358738
2024-06-23,Logistics,6196365
2024-06-24,Logistics,7476381
2024-06-25,Logistics,6406544
2024-06-26,Logistics,6242187
2024-06-27,Logistics,7132118
2024-06-28,Logistics,6357656
2024-06-29,Logistics,6187910
